廠商代號,廠商名稱,廠址,電話,傳真,登錄日期,登錄範圍,證書有效期限,版本
3XBY033,國聯窯業股份有限公司,新北市鶯歌區鶯桃路285巷35號,02-26787890,02-26700031,087/09/21,"下列項目之生產：＊石質壁磚＊石質地磚＊瓷質地磚＊瓷質壁磚",105/10/10,7
3XBY034,張瑞芳企業股份有限公司,新北市鶯歌區文化路427之4、之5號,02-26787018,02-26787017,087/10/13,"下列項目之生產：＊壁磚＊面磚",105/10/28,7
3XBY038,永晟實業股份有限公司,新北市鶯歌區中正一路269巷32號,02-26788758,02-26788755,088/01/22,"下列項目之生產：＊磁磚",106/07/31,7
3XBY040,啟新化工股份有限公司淡水廠,新北市淡水區樹林口41號,02-27325721,02-27320680,088/01/11,"下列項目之生產：＊隔熱填充用珍珠岩粉＊真珠岩保溫板(磚)及保溫管",106/12/06,7
3XBY042,凱洋企業股份有限公司,新北市鶯歌區中正三路335巷16號,02-26701847,02-26798869,089/12/01,"下列項目之生產：＊水箱＊水洗馬桶＊小便器＊拖布盆＊洗面盆",107/07/05,6
3XBY044,優加力實業有限公司鶯歌廠,新北市鶯歌區東湖路24之1號,02-26799756,02-26795223,092/09/05,"下列項目之生產：＊地磚＊壁磚＊面磚",107/09/22,5
3XDY008,國力混凝土工業股份有限公司,新北市樹林區西圳街1段116巷14號,02-26803679,02-26802079,088/12/09,"下列項目之生產：＊磨石子地磚＊高壓混凝土連鎖地磚＊人行道用混凝土板",107/01/16,9
3XEY005,自然美生物科技股份有限公司深坑廠,新北市深坑區北深路3段248、252、254號8樓,02-26625646,06-6625660,085/03/12,"下列項目之設計、生產、服務：化?品",106/09/30,10
3XEY006,獅王工業股份有限公司,新北市五股區成泰路3段50號及50之1號,02-22911141-301,02-22911030,085/12/16,"下列項目之生產：＊濃縮洗衣粉＊漂白粉＊洗衣膏＊洗潔精＊洗髮精＊漂白水＊洗衣精＊洗衣用合成清潔劑(洗衣粉)＊洗衣槽去污劑＊去漬霸＊地板洗劑＊無磷洗衣粉＊沐浴乳＊洗手乳＊柔軟精＊烷基苯磺酸＊聚氧乙烯硫酸酯鈉◎獅王工業股份有限公司觀音廠(桃園縣觀音鄉工業一路18號)",106/01/27,13
3XEY007,泰新工業股份有限公司,新北市樹林區俊英街212號,02-26813301,02-26813305,086/09/08,"下列項目之設計、開發、生產：＊肥皂絲＊洗衣粉＊洗衣膏＊洗潔精＊強力去污皂＊洗衣精＊冷洗精＊肥皂＊肥皂乳＊浴廁清潔劑＊洗衣乳＊地板清潔劑＊洗手乳＊萬用清潔劑＊柔軟精＊沐浴乳＊潤髮乳＊洗髮精下列項目之分裝：＊漂白水",107/11/22,8
3XFY001,國泰塗料油墨股份有限公司,新北市土城區永豐路195巷24號,02-22627156,02-22612792,085/07/11,"下列項目之生產：＊建築塗料[複層紋膜塗裝材料(岩石漆)]＊防水塗料(亞克龍彈性防水漆、PU防水膠)＊建築塗料[薄塗裝飾材料(石頭漆)]＊運動場塗料(亞克龍球場塗料)＊地床塗料[環氧樹脂漆(益保龍地板塗料)]＊運動場塗料(優麗龍跑道材)＊工業塗料[環氧樹脂柏油漆(益保龍塗料)]＊地床塗料[建築補修用注入環氧樹脂(益保龍砂漿樹脂)]",106/08/31,8
4A0Y001,德寶家電股份有限公司,桃園市龜山區大華村頂湖路26號,03-3281507#291,03-3282125,082/07/02,"下列項目之設計、開發、生產、服務：＊分離式冷氣機＊窗型冷氣機＊洗衣機＊電冰箱下列項目之生產：＊微波爐",106/12/31,13
4A0Y005,大同股份有限公司桃園壹廠,桃園市大園區南港里大觀路1119巷38號,03-3861111#201,03-3866866,082/12/09,"下列項目之設計、開發、生產、服務：＊電扇＊窗型冷氣機＊電鍋＊分離式冷氣機＊中央冷氣系統之冰水機＊除溼機＊箱型冷氣機下列項目之生產、服務：＊電冰箱",106/12/30,14
4A0Y008,台灣日立股份有限公司桃園工廠,桃園市蘆竹區內厝里內溪路29號,03-3244711,03-3244677,084/04/08,"下列項目之設計、開發、生產、服務：＊箱型空氣調節機＊室內空氣調節機＊除濕機＊冷凍機組＊容積式冰水機組下列項目之生產：＊渦卷式壓縮機",105/10/03,10
4A0Y012,中興電工機械股份有限公司林口廠,桃園市龜山區樂善村15鄰文德路25號,03-3284170or0652,03-3284162,085/11/15,"下列項目之設計、開發、生產、服務：＊中央空調系統設備＊箱型空氣調節機下列項目之設計、開發、生產、安裝、服務：＊柴油引擎發電機組",106/10/31,12
4A0Y020,艾普頓企業股份有限公司觀音廠,桃園市觀音區草漯村源遠街9號,(03)4831058#27,(03)4831016,091/03/05,"下列項目之設計、開發、生產：＊室內空氣調節器＊除濕機",106/05/31,6
4A3Y002,太平洋電線電纜股份有限公司(大溪工廠、桃園工廠),桃園市大溪區南興里仁和路2段269號,03-3801121#3801,03-3800098,081/07/29,"下列項目之設計、開發、生產、服務：＊通信用電線電纜＊電力用電線電纜＊電子線＊漆包線下列項目之生產：＊裸銅線、銅條＊裸鋁線纜＊光纖電纜◎桃園工廠(桃園縣八德市永豐里永豐路516號)",105/08/15,11
4A3Y005,大同股份有限公司桃園電線電纜廠,桃園市大園區內海里民生路106號,03-3863111,03-3863116,083/07/23,"下列項目之生產：＊裸銅線＊鍍錫銅線下列項目之設計、開發、生產：＊匯流排＊電力用電線電纜(包含161KV以下(含)交連聚乙烯絕緣電纜)＊電子線＊漆包銅線＊通信用電線電纜＊光纖電纜",107/09/16,12
4A3Y006,宏泰電工股份有限公司南崁廠,桃園市蘆竹區南工路2段500號,02-27011000,02-27081100,083/08/01,"下列項目之生產：＊鍍錫銅絞線＊裸銅單電線＊裸銅絞電線＊遮蔽型控制電纜＊控制電纜下列項目之設計、開發、生產：＊電力用及器具用電線電纜(電壓80V至161KV)＊消防用電線電纜",107/07/16,11
4A3Y013,大展電線電纜股份有限公司,桃園市觀音區富源村新富路855號,03-4901511,03-4905547,085/08/19,"下列項目之生產：＊PCB用無磷無氧銅塊(8×14㎜、16×14㎜)＊磷銅球(26±1.0㎜)＊裸銅單電線(2.6㎜)＊電線用裸銅條(8.0㎜)",106/11/07,10
4A3Y016,正亞電線電纜股份有限公司龜山廠,桃園市龜山區兔坑里海萍路6巷7號,03-3295101,03-3205032,086/01/15,"下列項目之生產：＊聚氯乙烯絕緣花線＊聚氯乙烯絕緣及被覆電纜＊通信電纜＊數位電纜＊聚氯乙烯絕緣電線＊汽車花線＊聚氯乙烯絕緣電話電纜＊屋內電話線＊裸銅單線＊裸銅絞線＊聚乙烯絕緣鋁帶聚乙烯被覆市內(電話)電纜＊交連聚乙烯絕緣聚氯乙烯被覆電力電纜",107/03/07,8
4A3Y020,大東電業廠股份有限公司楊梅廠,桃園市楊梅區瑞坪里梅獅路2段349巷3號,03-4818138,03-4810522,086/11/17,"下列項目之設計、開發、生產：＊PVC電纜＊PVC電線＊橡膠電纜＊TPR電線＊交連PE電纜(電壓345 KV (含)以下者)＊PVC花線＊裸軟銅電線＊EPRN電纜(電壓 25 KV (含)以下者)＊PVC控制電纜＊高壓風雨線＊電焊線＊橡膠花線",107/09/22,10
4A3Y021,伸泰國際股份有限公司觀音廠,桃園市觀音區富林村工業七路9號,03-4833737,03-4838199,087/02/26,"下列項目之生產：＊控制電纜＊聚氯乙烯絕緣花線＊橡膠電線電纜＊升降機用移動電纜＊銅單線＊隔離電纜＊電力用電線電纜＊銅絞線",105/09/30,12
4A3Y026,富傑電線電纜股份有限公司,桃園市蘆竹區長興村7鄰溪洲38-1號,03-3211299,03-3211288,093/07/19,"下列項目之生產：＊控制電纜＊遮蔽型控制電纜＊扁型電梯電纜",105/08/31,4
4A4Y001,華城電機股份有限公司,32063桃園市中壢區中壢工業區吉林路10號,03-4526111#295,03-4512833,083/01/26,"下列項目之設計、開發、生產、安裝、服務：＊模鑄變壓器＊配電變壓器＊69KV級(含)以下電力變壓器＊模鑄式電抗器下列項目之生產、服務：＊電容器下列項目之設計、開發、生產、服務：＊非晶質鐵心變壓器下列項目之設計、開發、生產：＊熔絲鏈開關＊比流器＊避雷器",107/03/16,16
4A4Y002,大同股份有限公司大園廠(重電廠),桃園市大園區內海里民生路102號,03-3863123,03-3867707,083/08/03,"下列項目之設計、開發、生產、安裝、服務：＊油浸式電抗器(電壓345KV(含)以下者)＊油浸式變比器(電壓69KV(含)以下者)＊乾式變壓器(電壓36KV(含)以下者)＊乾式電抗器(電壓36KV(含)以下者)＊樹脂型乾式變壓器(電壓36KV(含)以下者)＊樹脂型乾式變比器(電壓36KV(含)以下者)＊油浸式變壓器(電壓345KV(含)以下者)＊高低壓配電盤(電壓72.5KV(含)以下者)＊各型電容器＊閉鎖型裝甲開關箱(電壓36KV(含)以下者)＊馬達控制中心盤(電壓15KV(含)以下者)＊配電中心盤(電壓600V(含)以下者)＊分電箱(電壓600V(含)以下者)＊整流器(電壓600V(含)以下者)＊非晶質鐵心變壓器(電壓36KV(含)以下者)＊六氟化硫氣體絕緣開關設備下列項目之生產、服務：＊電度表",107/08/18,11
4A4Y009,莊林電機工業有限公司,新竹市東大路3段321號,03-5361919,03-5363428,098/05/01,"下列項目之生產：＊配電用變壓器(25KV以下)",107/04/25,3
4A6Y009,台灣松下電材股份有限公司,桃園市大溪區信義路228號,03-3889500,03-3889387,085/06/18,"下列項目之生產：＊漏電斷路器＊無浮球液面控制器＊電信用插座＊無熔線斷路器下列項目之設計、生產：＊配線用插接器＊室內用小型開關＊配線用出口匣平貼蓋板",106/08/17,13
4A6Y010,士林電機廠股份有限公司新豐廠,新竹縣新豐鄉中崙村234號,03-5995111,03-5995259,086/06/05,"下列項目之設計、開發、生產：＊無熔線斷路器＊電磁開關＊配線器具＊高低壓電容器＊漏電斷路器",107/08/03,8
4A6Y012,東元電機股份有限公司湖口廠,新竹縣新竹工業區中華路15號,035-981711,035-984377,087/03/31,"下列項目之設計、開發、生產、服務：＊無熔線斷路器＊氣體絕緣開關設備＊避雷器＊電磁開關(含電磁接觸器及控制開關)＊照明分電盤＊伺服驅動器＊變頻器＊高低壓受配電盤＊可程式控制器＊馬達起動盤及控制開關盤下列項目之生產、服務：＊馬達起動繼電器＊漏電斷路器＊引擎發電機組",105/08/31,9
4A6Y014,華城電機股份有限公司第三廠,桃園市觀音區中正路55號,03-4736957,03-4736975,089/04/10,"下列項目之設計、開發、生產、安裝、服務：＊馬達控制中心＊配電盤＊裝甲開關箱＊空斷開關＊氣體絕緣開關設備下列項目之生產、安裝、服務：＊亭置式氣封開關＊線路負載啟斷開關下列項目之設計、施工(安裝)、服務：＊變電所工程(不包含土木結構)",107/02/16,8
4A6Y016,天得科技股份有限公司,桃園市楊梅區民富路三段142巷12號,02-22879111,02-22879119,085/08/06,"下列項目之生產：＊電磁開關＊電磁接觸器＊車用警示燈＊過負載保護繼電器",106/06/26,10
4EAY007,台達電子工業股份有限公司中壢廠(電源事業群),桃園市320中壢區中壢工業區東園路3號,03-4526107*6403,03-4529307,081/06/04,"下列項目之設計、開發、生產、服務：＊交換式電源供應器＊交換式直流供電設備系統",105/08/23,14
4EAY030,慧達電子股份有限公司,新竹縣竹東鎮雞林里沿河街413號,03-5956239,03-5956508,085/11/25,"下列項目之生產：＊網路卡基板加工＊電腦複合卡基板加工下列項目之服務：＊IC測試",106/07/11,9
4EAY038,台達電子工業股份有限公司中壢廠(視訊事業群),桃園市320中壢區中壢工業區東園路3號,03-4526107*8401,03-4529307,091/09/03,"下列項目之設計、開發、服務：＊彩色監視器＊多媒體投影機＊彩色電視接收機",106/11/30,6
4EMY001,台達電子工業股份有限公司桃園廠,桃園市龜山工業區興邦路31之1號,03-3626301#801,03-3627267,082/11/11,"下列項目之設計、開發、生產、服務：＊交流伺服驅動器＊電源供應器＊交流馬達驅動器＊可程式邏輯控制器＊計時計數器＊人機介面＊溫度控制器＊永磁無刷馬達下列項目之設計、開發：＊壓力開關＊機器視覺系統",107/01/16,14
4F3Y001,義美食品股份有限公司(南崁廠),桃園市蘆竹區南工路1段11號,03-3222406,03-3224423,096/12/26,"下列項目之設計、開發、生產：＊冷凍魚丸＊滿福堡＊鮮乳＊豆奶＊米奶＊豆花＊愛玉＊炒飯＊水餃＊冷凍貢丸＊冷凍包子＊冰棒＊饅頭＊可樂餅＊豆腐＊冷凍盒餐＊菜頭粿＊蛋卷＊酸梅湯＊果汁＊冰淇淋＊雪糕",105/12/25,5
4F6Y001,統一企業股份有限公司楊梅廠,桃園市楊梅區民富路1段301號,03-4784143#3200,03-4759078,085/09/10,"下列項目之生產：＊速食麵＊鋁箔包飲料＊礦泉水＊調味乳＊冷藏凝膠產品＊鮮乳＊冰塊＊冷藏飲料＊無菌寶特瓶包裝飲料＊發酵乳＊豆奶◎瑞芳廠(新北市瑞芳區濱二路27-3號)◎冰塊線(新北市五股區工業區五工一路131號3樓)",106/11/30,12
4F8Y001,南僑化學工業股份有限公司桃園廠,桃園市龜山區山頂里興邦路35號,03-2630887#90,02-25352577,087/12/29,"下列項目之設計、生產：＊清潔用品＊食用油脂",106/03/07,8
4F9Y001,統一企業股份有限公司中壢廠,桃園市中壢區定寧路15號,03-4523191#1280,06-2532661,085/09/17,"下列項目之設計、生產：＊麵包＊蛋糕＊冷凍麵糰",106/08/11,10
4FDY002,台灣菸酒股份有限公司竹南啤酒廠,苗栗縣竹南鎮竹南工業區和興路345號,037-583001 EXT.390,037-583066,088/06/25,"下列項目之生產：＊啤酒＊生啤酒",106/08/11,7
4FEY001,台朔楊梅有機農場,桃園市楊梅區楊湖路1段654巷81弄62號,03-4759561,03-4759083,099/09/09,"下列項目之生產：有機蔬菜",105/09/08,1
4M1Y003,台灣瀧澤科技股份有限公司,桃園市平鎮區延平路3段505號,03-4643166#611,03-4643674,083/03/25,"下列項目之設計、開發、生產、服務：＊高速精密車床(普通車床)＊數值控制車床＊高速高精密鑽孔機◎台灣瀧澤科技股份有限公司楊梅廠區(桃園市楊梅區梅獅路1段89號)",107/05/19,10
4M1Y006,國興機電股份有限公司林口廠,桃園市龜山區大崗村頂湖路33號,(03)3280199,(03)3280110,085/08/07,"下列項目之設計、生產、服務：＊交流單雙重絕緣電動工具",106/06/26,9
4M4Y002,東培工業股份有限公司桃園廠,桃園市八德區介壽路1段600號,03-3613151#293,02-7416623,082/06/01,"下列項目之設計、開發、生產：＊內環及外環＊滾動軸承＊保持器＊流體動壓軸承＊密封板＊鋼珠◎中壢廠(桃園縣中壢市松江北路7號)",106/10/31,13
4M4Y031,九州鋁業股份有限公司一廠,新竹縣新豐鄉上坑村11鄰坑子口439號,035-599666,035-599670,085/04/01,"下列項目之生產：＊鋁擠型＊鋁網＊鋁窗◎九州鋁業股份有限公司(新竹縣新豐鄉鳳坑村14鄰坑子口668之1號)",106/06/10,11
4M4Y032,富國水泥釘股份有限公司,桃園市大園區內海里中山北路242號,03-3863161,03-3862943,085/11/21,"下列項目之生產：＊水泥鋼釘",107/01/19,8
4M4Y051,亨國股份有限公司,桃園市大溪區仁善里8鄰仁德五街136號,03-3802101,03-3809200,087/07/02,"下列項目之設計、生產：＊關門器＊地鉸鏈",106/01/03,9
4M4Y054,南僑鋁業股份有限公司,桃園市龜山區大華村頂湖路9號,(03)3277666,(03)3280099,088/03/25,"下列項目之生產：＊鋁擠型＊鋁門窗",106/05/31,7
